Date,signal,zscore,daily_pnl,cumulative_pnl
2019-02-13,0,0.3534428902833477,0.0,0.0
2019-02-14,0,-0.04572109264986322,-0.0,0.0
2019-02-15,0,-1.0145469193965575,-0.0,0.0
2019-02-19,0,-1.1291780231162079,-0.0,0.0
2019-02-20,0,-0.3959675152840195,0.0,0.0
2019-02-21,0,-0.15642447304534093,0.0,0.0
2019-02-22,0,0.9801605357310029,0.0,0.0
2019-02-25,0,2.2779851732370657,0.0,0.0
2019-02-26,0,2.440212139463009,0.0,0.0
2019-02-27,0,2.7199843657681773,-0.0,0.0
2019-02-28,0,2.2969895878259723,-0.0,0.0
2019-03-01,0,2.2292271204892757,0.0,0.0
2019-03-04,0,2.1078910262313384,-0.0,0.0
2019-03-05,0,1.6335084641016766,-0.0,0.0
2019-03-06,0,1.097486757226536,-0.0,0.0
2019-03-07,0,1.3425835692496013,0.0,0.0
2019-03-08,0,1.4081776169743256,0.0,0.0
2019-03-11,0,1.2511749245800243,0.0,0.0
2019-03-12,0,1.3308669161385314,0.0,0.0
2019-03-13,0,1.0869563419701522,0.0,0.0
2019-03-14,0,0.7280413078479128,-0.0,0.0
2019-03-15,0,0.7408068983218485,0.0,0.0
2019-03-18,0,0.8676943710462748,0.0,0.0
2019-03-19,0,0.9783580249014552,0.0,0.0
2019-03-20,0,1.076125533302521,-0.0,0.0
2019-03-21,0,1.6130891097261466,0.0,0.0
2019-03-22,0,1.6612593037214698,0.0,0.0
2019-03-25,0,1.2796780403350403,-0.0,0.0
2019-03-26,0,-0.2999602725432077,-0.0,0.0
2019-03-27,0,0.1648547194158476,0.0,0.0
2019-03-28,0,0.8018068777591892,0.0,0.0
2019-03-29,0,0.8261870701214725,0.0,0.0
2019-04-01,0,1.3940862751399679,0.0,0.0
2019-04-02,0,1.1995724371815801,-0.0,0.0
2019-04-03,0,1.487678424400073,0.0,0.0
2019-04-04,0,1.3710717946877335,-0.0,0.0
2019-04-05,-1,1.6328589340171489,-15.0,-15.0
2019-04-08,-1,1.5519764355452152,-9.699094098903283,-24.69909409890328
2019-04-09,-1,0.9893066851975366,129.31247294622034,104.61337884731705
2019-04-10,-1,1.2623886964120707,-55.913573040441875,48.699805806875176
2019-04-11,-1,1.8466989160026337,-58.02647338193176,-9.326667575056582
2019-04-12,-1,0.7728468282891359,481.08283179609765,471.75616422104105
2019-04-15,0,0.3063717080985235,12.123696308440948,483.879860529482
2019-04-16,0,-0.6357638786924104,-0.0,483.879860529482
2019-04-17,0,-1.3148335169427345,-0.0,483.879860529482
2019-04-18,0,-1.098142894870012,0.0,483.879860529482
2019-04-22,1,-1.6742082592302157,-15.0,468.879860529482
2019-04-23,1,-1.4819992726127986,114.15156474172706,583.0314252712091
2019-04-24,1,-1.4116092705883319,-11.30636587569195,571.7250593955171
2019-04-25,1,-1.2951175180922663,30.5706559933271,602.2957153888442
2019-04-26,1,-1.226668730429143,143.99771338177416,746.2934287706183
2019-04-29,1,-1.2095510521552748,4.876313176198324,751.1697419468167
2019-04-30,0,-0.4611162580302992,188.99406989096582,940.1638118377825
2019-05-01,0,-0.8632682750240175,-0.0,940.1638118377825
2019-05-02,0,-0.8964898347519924,-0.0,940.1638118377825
2019-05-03,0,-0.4904778518824186,0.0,940.1638118377825
2019-05-06,0,-1.1629997107617,-0.0,940.1638118377825
2019-05-07,0,-1.3386521876087154,-0.0,940.1638118377825
2019-05-08,0,-1.0304290410644252,0.0,940.1638118377825
2019-05-09,0,-1.065291675670859,-0.0,940.1638118377825
2019-05-10,0,-1.1695369718314828,-0.0,940.1638118377825
2019-05-13,0,-1.4251459433271312,-0.0,940.1638118377825
2019-05-14,0,-0.6534215508916288,0.0,940.1638118377825
2019-05-15,0,-0.3369769910892284,0.0,940.1638118377825
2019-05-16,0,-0.3474486928890638,-0.0,940.1638118377825
2019-05-17,0,-0.896020776194878,-0.0,940.1638118377825
2019-05-20,0,-1.4158142575839865,-0.0,940.1638118377825
2019-05-21,0,-0.9255172521802335,0.0,940.1638118377825
